FileID,ActorID,SentenceID,Emotion,Intensity,Old_Dur,New_Dur
1001_TSI_FEA_XX,1001,TSI,FEA,XX,1.901875,1.5
1001_TSI_HAP_XX,1001,TSI,HAP,XX,2.1688125,1.78
1001_TSI_NEU_XX,1001,TSI,NEU,XX,2.43575,1.94
1001_TSI_SAD_XX,1001,TSI,SAD,XX,2.5025,1.6
1001_WSI_ANG_XX,1001,WSI,ANG,XX,2.7360625,2.18
1001_WSI_DIS_XX,1001,WSI,DIS,XX,2.6693125,2.3
1001_WSI_FEA_XX,1001,WSI,FEA,XX,2.3356875,1.84
1001_WSI_HAP_XX,1001,WSI,HAP,XX,2.2755625,1.36
1001_WSI_NEU_XX,1001,WSI,NEU,XX,2.7360625,2.02
1001_WSI_SAD_XX,1001,WSI,SAD,XX,2.3356875,1.4
1002_DFA_ANG_XX,1002,DFA,ANG,XX,2.56925,1.82
1002_DFA_DIS_XX,1002,DFA,DIS,XX,2.535875,1.98
1002_DFA_FEA_XX,1002,DFA,FEA,XX,2.7360625,2.06
1002_DFA_HAP_XX,1002,DFA,HAP,XX,2.2021875,1.58
1002_DFA_NEU_XX,1002,DFA,NEU,XX,2.5025,1.82
1002_DFA_SAD_XX,1002,DFA,SAD,XX,2.369,1.84
1002_IEO_NEU_XX,1002,IEO,NEU,XX,2.56925,2.22
1002_IOM_ANG_XX,1002,IOM,ANG,XX,2.8361875,2.2
1002_IOM_DIS_XX,1002,IOM,DIS,XX,2.7694375,2.1
1002_IOM_FEA_XX,1002,IOM,FEA,XX,2.602625,1.54
1002_IOM_HAP_XX,1002,IOM,HAP,XX,2.3356875,1.66
1002_IOM_NEU_XX,1002,IOM,NEU,XX,2.3356875,1.9
1002_IOM_SAD_XX,1002,IOM,SAD,XX,2.6693125,1.66
1002_ITH_ANG_XX,1002,ITH,ANG,XX,2.93625,2.06
1002_ITH_DIS_XX,1002,ITH,DIS,XX,3.8038125,2.92
1002_ITH_FEA_XX,1002,ITH,FEA,XX,3.5035,2.7
1002_ITH_HAP_XX,1002,ITH,HAP,XX,2.7694375,2.08
1002_ITH_NEU_XX,1002,ITH,NEU,XX,2.5025,1.66
1002_ITH_SAD_XX,1002,ITH,SAD,XX,2.7360625,2.02
1002_ITS_ANG_XX,1002,ITS,ANG,XX,2.7026875,2.26
1002_ITS_DIS_XX,1002,ITS,DIS,XX,2.8361875,2.18
1002_ITS_FEA_XX,1002,ITS,FEA,XX,2.469125,1.98
1002_ITS_HAP_XX,1002,ITS,HAP,XX,2.43575,1.74
1002_ITS_NEU_XX,1002,ITS,NEU,XX,2.3356875,1.94
1002_ITS_SAD_XX,1002,ITS,SAD,XX,2.6359375,2.04
1002_IWL_ANG_XX,1002,IWL,ANG,XX,2.602625,2.1
1002_IWL_DIS_XX,1002,IWL,DIS,XX,3.103125,1.98
1002_IWL_FEA_XX,1002,IWL,FEA,XX,3.2365625,2.48
1002_IWL_HAP_XX,1002,IWL,HAP,XX,2.8695,2.16
1002_IWL_NEU_XX,1002,IWL,NEU,XX,2.6359375,2.0
1002_IWL_SAD_XX,1002,IWL,SAD,XX,2.7026875,2.12
1002_IWW_ANG_XX,1002,IWW,ANG,XX,2.402375,1.92
1002_IWW_DIS_XX,1002,IWW,DIS,XX,3.103125,2.58
1002_IWW_FEA_XX,1002,IWW,FEA,XX,2.602625,1.86
1002_IWW_HAP_XX,1002,IWW,HAP,XX,2.469125,1.92
1002_IWW_NEU_XX,1002,IWW,NEU,XX,2.5025,2.0
1002_IWW_SAD_XX,1002,IWW,SAD,XX,2.369,1.86
1002_MTI_ANG_XX,1002,MTI,ANG,XX,2.7360625,2.06
1002_MTI_DIS_XX,1002,MTI,DIS,XX,3.6369375,2.74
1002_MTI_FEA_XX,1002,MTI,FEA,XX,2.93625,1.72
1002_MTI_HAP_XX,1002,MTI,HAP,XX,2.6693125,1.84
1002_MTI_NEU_XX,1002,MTI,NEU,XX,2.8695,1.52
1002_MTI_SAD_XX,1002,MTI,SAD,XX,2.7026875,2.08
1002_TAI_ANG_XX,1002,TAI,ANG,XX,2.5025,2.18
1002_TAI_DIS_XX,1002,TAI,DIS,XX,3.2031875,2.52
1002_TAI_FEA_XX,1002,TAI,FEA,XX,2.7694375,2.12
1002_TAI_HAP_XX,1002,TAI,HAP,XX,2.535875,2.04
1002_TAI_NEU_XX,1002,TAI,NEU,XX,2.6359375,1.96
1002_TAI_SAD_XX,1002,TAI,SAD,XX,2.7694375,2.28
1002_TIE_ANG_XX,1002,TIE,ANG,XX,2.535875,2.26
1002_TIE_DIS_XX,1002,TIE,DIS,XX,3.603625,2.26
1002_TIE_FEA_XX,1002,TIE,FEA,XX,3.1364375,2.6
1002_TIE_HAP_XX,1002,TIE,HAP,XX,2.402375,1.84
1002_TIE_SAD_XX,1002,TIE,SAD,XX,3.1364375,2.48
1002_TSI_ANG_XX,1002,TSI,ANG,XX,2.43575,1.74
1002_TSI_DIS_XX,1002,TSI,DIS,XX,2.7694375,2.28
1002_TSI_FEA_XX,1002,TSI,FEA,XX,2.3356875,1.42
1002_TSI_HAP_XX,1002,TSI,HAP,XX,2.035375,1.48
1002_TSI_NEU_XX,1002,TSI,NEU,XX,2.369,1.62
1002_TSI_SAD_XX,1002,TSI,SAD,XX,2.402375,1.46
1002_WSI_ANG_XX,1002,WSI,ANG,XX,2.602625,2.02
1002_WSI_DIS_XX,1002,WSI,DIS,XX,3.43675,2.8
1002_WSI_FEA_XX,1002,WSI,FEA,XX,2.5025,1.62
1002_WSI_HAP_XX,1002,WSI,HAP,XX,2.7694375,1.8
1002_WSI_NEU_XX,1002,WSI,NEU,XX,2.43575,2.1
1002_WSI_SAD_XX,1002,WSI,SAD,XX,2.7360625,2.3
1003_DFA_ANG_XX,1003,DFA,ANG,XX,3.1364375,1.88
1003_DFA_DIS_XX,1003,DFA,DIS,XX,3.2365625,1.96
1003_DFA_FEA_XX,1003,DFA,FEA,XX,3.06975,1.64
1003_DFA_HAP_XX,1003,DFA,HAP,XX,3.2699375,2.08
1003_DFA_NEU_XX,1003,DFA,NEU,XX,3.2365625,2.86
1003_DFA_SAD_XX,1003,DFA,SAD,XX,3.2031875,1.84
1003_IEO_NEU_XX,1003,IEO,NEU,XX,2.2689375,1.5
1003_IOM_ANG_XX,1003,IOM,ANG,XX,2.7360625,2.22
1003_IOM_DIS_XX,1003,IOM,DIS,XX,3.3033125,2.52
1003_IOM_FEA_XX,1003,IOM,FEA,XX,2.6693125,1.9
1003_IOM_HAP_XX,1003,IOM,HAP,XX,2.902875,1.98
1003_IOM_NEU_XX,1003,IOM,NEU,XX,3.2031875,2.78
1003_IOM_SAD_XX,1003,IOM,SAD,XX,2.8361875,2.28
1003_ITH_ANG_XX,1003,ITH,ANG,XX,3.6703125,2.94
1003_ITH_DIS_XX,1003,ITH,DIS,XX,4.037375,2.38
1003_ITH_FEA_XX,1003,ITH,FEA,XX,3.536875,2.44
1003_ITH_HAP_XX,1003,ITH,HAP,XX,3.1364375,2.36
1003_ITH_NEU_XX,1003,ITH,NEU,XX,4.037375,3.1
1003_ITH_SAD_XX,1003,ITH,SAD,XX,3.6369375,2.84
1003_ITS_ANG_XX,1003,ITS,ANG,XX,3.7370625,3.16
1003_ITS_DIS_XX,1003,ITS,DIS,XX,3.7036875,2.1
1003_ITS_FEA_XX,1003,ITS,FEA,XX,3.1364375,1.56
1003_ITS_HAP_XX,1003,ITS,HAP,XX,3.7370625,3.22
1003_ITS_NEU_XX,1003,ITS,NEU,XX,3.7370625,2.34
1003_ITS_SAD_XX,1003,ITS,SAD,XX,3.5035,2.16
1003_IWL_ANG_XX,1003,IWL,ANG,XX,3.536875,3.1
1003_IWL_DIS_XX,1003,IWL,DIS,XX,4.404375,3.34
1003_IWL_FEA_XX,1003,IWL,FEA,XX,3.6703125,2.68
1003_IWL_HAP_XX,1003,IWL,HAP,XX,3.903875,3.1
1003_IWL_NEU_XX,1003,IWL,NEU,XX,3.93725,3.0
1003_IWL_SAD_XX,1003,IWL,SAD,XX,3.7370625,2.2
1003_IWW_ANG_XX,1003,IWW,ANG,XX,3.403375,2.6
1003_IWW_DIS_XX,1003,IWW,DIS,XX,3.103125,2.14
1003_IWW_FEA_XX,1003,IWW,FEA,XX,2.2355625,1.78
1003_IWW_HAP_XX,1003,IWW,HAP,XX,3.5035,2.68
1003_IWW_NEU_XX,1003,IWW,NEU,XX,2.902875,2.3
1003_IWW_SAD_XX,1003,IWW,SAD,XX,2.7026875,2.06
1003_MTI_ANG_XX,1003,MTI,ANG,XX,2.2355625,1.88
1003_MTI_DIS_XX,1003,MTI,DIS,XX,4.2375625,2.54
1003_MTI_FEA_XX,1003,MTI,FEA,XX,3.2031875,2.44
1003_MTI_HAP_XX,1003,MTI,HAP,XX,3.3033125,2.48
1003_MTI_NEU_XX,1003,MTI,NEU,XX,3.7370625,2.9
1003_MTI_SAD_XX,1003,MTI,SAD,XX,3.7704375,2.66
1003_TAI_ANG_XX,1003,TAI,ANG,XX,2.8695,2.12
1003_TAI_DIS_XX,1003,TAI,DIS,XX,3.2031875,2.34
1003_TAI_FEA_XX,1003,TAI,FEA,XX,3.1364375,2.14
1003_TAI_HAP_XX,1003,TAI,HAP,XX,3.1364375,2.36
1003_TAI_NEU_XX,1003,TAI,NEU,XX,3.6703125,2.46
1003_TAI_SAD_XX,1003,TAI,SAD,XX,2.2355625,1.86
1003_TIE_ANG_XX,1003,TIE,ANG,XX,3.1698125,2.4
1003_TIE_DIS_XX,1003,TIE,DIS,XX,4.2709375,3.62
1003_TIE_FEA_XX,1003,TIE,FEA,XX,2.902875,2.32
1003_TIE_HAP_XX,1003,TIE,HAP,XX,3.2699375,2.48
1003_TIE_NEU_XX,1003,TIE,NEU,XX,2.535875,1.9
1003_TIE_SAD_XX,1003,TIE,SAD,XX,4.3710625,3.44
1003_TSI_ANG_XX,1003,TSI,ANG,XX,3.970625,2.68
1003_TSI_DIS_XX,1003,TSI,DIS,XX,3.603625,2.48
1003_TSI_FEA_XX,1003,TSI,FEA,XX,3.2365625,2.46
1003_TSI_HAP_XX,1003,TSI,HAP,XX,3.37,2.94
1003_TSI_NEU_XX,1003,TSI,NEU,XX,3.43675,2.54
1003_TSI_SAD_XX,1003,TSI,SAD,XX,2.969625,2.58
1003_WSI_ANG_XX,1003,WSI,ANG,XX,3.536875,2.62
1003_WSI_DIS_XX,1003,WSI,DIS,XX,3.470125,2.68
1003_WSI_FEA_XX,1003,WSI,FEA,XX,3.3033125,2.54
1003_WSI_HAP_XX,1003,WSI,HAP,XX,3.1698125,2.12
1003_WSI_NEU_XX,1003,WSI,NEU,XX,3.43675,2.04
1003_WSI_SAD_XX,1003,WSI,SAD,XX,3.37,2.26
1004_DFA_ANG_XX,1004,DFA,ANG,XX,3.06975,2.1
1004_DFA_DIS_XX,1004,DFA,DIS,XX,2.902875,1.98
1004_DFA_FEA_XX,1004,DFA,FEA,XX,3.036375,2.42
1004_DFA_HAP_XX,1004,DFA,HAP,XX,2.7360625,1.98
1004_DFA_NEU_XX,1004,DFA,NEU,XX,3.103125,2.3
1004_DFA_SAD_XX,1004,DFA,SAD,XX,2.8361875,1.88
1004_IEO_NEU_XX,1004,IEO,NEU,XX,2.3356875,1.54
1004_IOM_ANG_XX,1004,IOM,ANG,XX,2.602625,1.88
1004_IOM_DIS_XX,1004,IOM,DIS,XX,2.7026875,1.86
1004_IOM_FEA_XX,1004,IOM,FEA,XX,2.43575,1.54
1004_IOM_HAP_XX,1004,IOM,HAP,XX,2.2355625,1.48
1004_IOM_NEU_XX,1004,IOM,NEU,XX,2.535875,1.8
1004_IOM_SAD_XX,1004,IOM,SAD,XX,2.8695,1.74
1004_ITH_ANG_XX,1004,ITH,ANG,XX,3.2699375,2.38
1004_ITH_DIS_XX,1004,ITH,DIS,XX,3.6369375,2.38
1004_ITH_FEA_XX,1004,ITH,FEA,XX,3.7370625,2.34
1004_ITH_HAP_XX,1004,ITH,HAP,XX,3.003,2.66
1004_ITH_NEU_XX,1004,ITH,NEU,XX,3.6369375,2.66
1004_ITH_SAD_XX,1004,ITH,SAD,XX,3.536875,2.66
1004_ITS_ANG_XX,1004,ITS,ANG,XX,3.37,2.72
1004_ITS_DIS_XX,1004,ITS,DIS,XX,3.06975,1.76
1004_ITS_FEA_XX,1004,ITS,FEA,XX,2.7360625,1.64
1004_ITS_HAP_XX,1004,ITS,HAP,XX,2.8695,2.26
1004_ITS_NEU_XX,1004,ITS,NEU,XX,2.2355625,1.74
1004_ITS_SAD_XX,1004,ITS,SAD,XX,3.003,2.36
1004_IWL_ANG_XX,1004,IWL,ANG,XX,3.1698125,2.66
1004_IWL_DIS_XX,1004,IWL,DIS,XX,2.2355625,2.0
1004_IWL_FEA_XX,1004,IWL,FEA,XX,3.37,2.12
1004_IWL_HAP_XX,1004,IWL,HAP,XX,3.003,2.08
1004_IWL_NEU_XX,1004,IWL,NEU,XX,3.903875,2.88
1004_IWL_SAD_XX,1004,IWL,SAD,XX,3.3033125,2.66
1004_IWW_ANG_XX,1004,IWW,ANG,XX,2.369,1.82
1004_IWW_DIS_XX,1004,IWW,DIS,XX,2.93625,2.62
1004_IWW_FEA_XX,1004,IWW,FEA,XX,2.6693125,2.38
1004_IWW_HAP_XX,1004,IWW,HAP,XX,3.2699375,2.66
1004_IWW_NEU_XX,1004,IWW,NEU,XX,3.036375,2.7
1004_IWW_SAD_XX,1004,IWW,SAD,XX,2.8361875,2.08
1004_MTI_ANG_XX,1004,MTI,ANG,XX,3.3033125,2.86
1004_MTI_DIS_XX,1004,MTI,DIS,XX,3.6369375,2.62
1004_MTI_FEA_XX,1004,MTI,FEA,XX,3.2031875,1.94
1004_MTI_HAP_XX,1004,MTI,HAP,XX,3.2031875,2.24
1004_MTI_NEU_XX,1004,MTI,NEU,XX,3.7036875,2.7
1004_MTI_SAD_XX,1004,MTI,SAD,XX,3.3033125,2.78
1004_TAI_ANG_XX,1004,TAI,ANG,XX,3.37,2.62
1004_TAI_DIS_XX,1004,TAI,DIS,XX,3.903875,3.08
1004_TAI_FEA_XX,1004,TAI,FEA,XX,2.93625,1.82
1004_TAI_HAP_XX,1004,TAI,HAP,XX,2.602625,2.02
1004_TAI_NEU_XX,1004,TAI,NEU,XX,3.470125,2.68
1004_TAI_SAD_XX,1004,TAI,SAD,XX,3.43675,2.56
1004_TIE_ANG_XX,1004,TIE,ANG,XX,2.8361875,2.36
1004_TIE_DIS_XX,1004,TIE,DIS,XX,4.3376875,3.04
1004_TIE_FEA_XX,1004,TIE,FEA,XX,2.7694375,2.14
1004_TIE_HAP_XX,1004,TIE,HAP,XX,2.969625,2.54
1004_TIE_NEU_XX,1004,TIE,NEU,XX,2.3356875,2.02
1004_TIE_SAD_XX,1004,TIE,SAD,XX,3.003,2.34
1004_TSI_ANG_XX,1004,TSI,ANG,XX,2.369,1.94
1004_TSI_DIS_XX,1004,TSI,DIS,XX,3.036375,2.78
1004_TSI_FEA_XX,1004,TSI,FEA,XX,2.902875,2.12
1004_TSI_HAP_XX,1004,TSI,HAP,XX,2.3356875,1.44
1004_TSI_NEU_XX,1004,TSI,NEU,XX,2.2355625,1.86
1004_TSI_SAD_XX,1004,TSI,SAD,XX,2.43575,1.66
1004_WSI_ANG_XX,1004,WSI,ANG,XX,3.003,2.54
1004_WSI_DIS_XX,1004,WSI,DIS,XX,3.5035,2.66
1004_WSI_FEA_XX,1004,WSI,FEA,XX,2.602625,2.06
1004_WSI_HAP_XX,1004,WSI,HAP,XX,2.56925,1.88
1004_WSI_NEU_XX,1004,WSI,NEU,XX,3.2365625,2.5
1004_WSI_SAD_XX,1004,WSI,SAD,XX,3.7370625,2.08
1005_DFA_ANG_XX,1005,DFA,ANG,XX,2.602625,1.98
1005_DFA_DIS_XX,1005,DFA,DIS,XX,2.7360625,2.16
1005_DFA_FEA_XX,1005,DFA,FEA,XX,2.469125,1.5
1005_DFA_HAP_XX,1005,DFA,HAP,XX,2.56925,2.0
1005_DFA_NEU_XX,1005,DFA,NEU,XX,3.103125,2.1
1005_DFA_SAD_XX,1005,DFA,SAD,XX,3.036375,2.42
1005_IEO_NEU_XX,1005,IEO,NEU,XX,2.102125,1.6
1005_IOM_ANG_XX,1005,IOM,ANG,XX,3.37,2.66
1005_IOM_DIS_XX,1005,IOM,DIS,XX,2.969625,2.3
1005_IOM_FEA_XX,1005,IOM,FEA,XX,3.2031875,2.38
1005_IOM_HAP_XX,1005,IOM,HAP,XX,3.1364375,2.7
1005_IOM_NEU_XX,1005,IOM,NEU,XX,2.7360625,1.94
1005_IOM_SAD_XX,1005,IOM,SAD,XX,3.003,1.74
1005_ITH_ANG_XX,1005,ITH,ANG,XX,3.3033125,2.4
1005_ITH_DIS_XX,1005,ITH,DIS,XX,3.7370625,2.78
1005_ITH_FEA_XX,1005,ITH,FEA,XX,3.1698125,2.32
1005_ITH_HAP_XX,1005,ITH,HAP,XX,3.2699375,2.18
1005_ITH_NEU_XX,1005,ITH,NEU,XX,3.37,2.28
1005_ITH_SAD_XX,1005,ITH,SAD,XX,3.2699375,2.36
1005_ITS_ANG_XX,1005,ITS,ANG,XX,3.57025,2.8
1005_ITS_DIS_XX,1005,ITS,DIS,XX,3.1364375,2.66
1005_ITS_FEA_XX,1005,ITS,FEA,XX,2.969625,2.52
1005_ITS_HAP_XX,1005,ITS,HAP,XX,2.969625,2.16
1005_ITS_NEU_XX,1005,ITS,NEU,XX,3.1364375,2.56
1005_ITS_SAD_XX,1005,ITS,SAD,XX,2.2355625,1.84
1005_IWL_ANG_XX,1005,IWL,ANG,XX,3.37,2.74
1005_IWL_DIS_XX,1005,IWL,DIS,XX,2.2355625,1.98
1005_IWL_FEA_XX,1005,IWL,FEA,XX,3.37,2.46
1005_IWL_HAP_XX,1005,IWL,HAP,XX,3.003,2.48
1005_IWL_NEU_XX,1005,IWL,NEU,XX,3.2365625,2.6
1005_IWL_SAD_XX,1005,IWL,SAD,XX,3.7036875,2.82
1005_IWW_ANG_XX,1005,IWW,ANG,XX,3.3033125,2.68
1005_IWW_DIS_XX,1005,IWW,DIS,XX,3.103125,2.24
1005_IWW_FEA_XX,1005,IWW,FEA,XX,3.103125,1.82
1005_IWW_HAP_XX,1005,IWW,HAP,XX,2.7026875,2.22
1005_IWW_NEU_XX,1005,IWW,NEU,XX,2.7026875,2.06
1005_IWW_SAD_XX,1005,IWW,SAD,XX,2.3356875,1.9
1005_MTI_ANG_XX,1005,MTI,ANG,XX,3.7036875,2.54
1005_MTI_DIS_XX,1005,MTI,DIS,XX,3.93725,3.14
1005_MTI_FEA_XX,1005,MTI,FEA,XX,3.603625,2.62
1005_MTI_HAP_XX,1005,MTI,HAP,XX,3.5035,2.9
1005_MTI_NEU_XX,1005,MTI,NEU,XX,3.37,2.56
1005_MTI_SAD_XX,1005,MTI,SAD,XX,3.103125,2.42
1005_TAI_ANG_XX,1005,TAI,ANG,XX,3.603625,2.88
1005_TAI_DIS_XX,1005,TAI,DIS,XX,3.6369375,2.92
1005_TAI_FEA_XX,1005,TAI,FEA,XX,2.535875,1.98
1005_TAI_HAP_XX,1005,TAI,HAP,XX,2.8361875,2.16
1005_TAI_NEU_XX,1005,TAI,NEU,XX,3.3033125,2.1
1005_TAI_SAD_XX,1005,TAI,SAD,XX,3.6369375,2.94
1005_TIE_ANG_XX,1005,TIE,ANG,XX,2.93625,2.66
1005_TIE_DIS_XX,1005,TIE,DIS,XX,3.403375,2.62
1005_TIE_FEA_XX,1005,TIE,FEA,XX,2.56925,2.28
1005_TIE_HAP_XX,1005,TIE,HAP,XX,4.2041875,3.18
1005_TIE_NEU_XX,1005,TIE,NEU,XX,2.8695,1.86
1005_TIE_SAD_XX,1005,TIE,SAD,XX,4.7046875,3.54
1005_TSI_ANG_XX,1005,TSI,ANG,XX,3.003,2.12
1005_TSI_DIS_XX,1005,TSI,DIS,XX,3.603625,2.82
1005_TSI_FEA_XX,1005,TSI,FEA,XX,2.902875,2.4
1005_TSI_HAP_XX,1005,TSI,HAP,XX,2.8361875,2.3
1005_TSI_NEU_XX,1005,TSI,NEU,XX,2.8028125,1.94
1005_TSI_SAD_XX,1005,TSI,SAD,XX,3.3033125,2.98
1005_WSI_ANG_XX,1005,WSI,ANG,XX,3.403375,2.4
1005_WSI_DIS_XX,1005,WSI,DIS,XX,3.7036875,2.6
1005_WSI_FEA_XX,1005,WSI,FEA,XX,2.7694375,1.9
1005_WSI_HAP_XX,1005,WSI,HAP,XX,2.7026875,2.0
1005_WSI_NEU_XX,1005,WSI,NEU,XX,3.1364375,2.0
1005_WSI_SAD_XX,1005,WSI,SAD,XX,2.2355625,1.76
1007_DFA_ANG_XX,1007,DFA,ANG,XX,2.5025,2.12
1007_DFA_DIS_XX,1007,DFA,DIS,XX,2.8695,2.4
1007_DFA_FEA_XX,1007,DFA,FEA,XX,2.7360625,2.4
1007_DFA_HAP_XX,1007,DFA,HAP,XX,2.2021875,1.68
1007_DFA_NEU_XX,1007,DFA,NEU,XX,2.6359375,2.16
1007_DFA_SAD_XX,1007,DFA,SAD,XX,2.1688125,1.74
1007_IEO_NEU_XX,1007,IEO,NEU,XX,2.06875,1.84
1007_IOM_ANG_XX,1007,IOM,ANG,XX,3.536875,2.28
1007_IOM_DIS_XX,1007,IOM,DIS,XX,3.7036875,2.9
1007_IOM_FEA_XX,1007,IOM,FEA,XX,3.37,3.0
1007_IOM_HAP_XX,1007,IOM,HAP,XX,3.8038125,3.4
1007_IOM_NEU_XX,1007,IOM,NEU,XX,3.2365625,2.78
1007_IOM_SAD_XX,1007,IOM,SAD,XX,2.7026875,2.2
1007_ITH_ANG_XX,1007,ITH,ANG,XX,3.43675,2.54
1007_ITH_DIS_XX,1007,ITH,DIS,XX,4.2709375,2.46
1007_ITH_FEA_XX,1007,ITH,FEA,XX,3.8705625,3.32
1007_ITH_HAP_XX,1007,ITH,HAP,XX,3.2365625,2.68
1007_ITH_NEU_XX,1007,ITH,NEU,XX,4.7714375,3.72
1007_ITH_SAD_XX,1007,ITH,SAD,XX,3.603625,2.56
1007_ITS_ANG_XX,1007,ITS,ANG,XX,3.5035,3.18
1007_ITS_DIS_XX,1007,ITS,DIS,XX,4.5045,3.04
1007_ITS_FEA_XX,1007,ITS,FEA,XX,3.8038125,2.94
1007_ITS_HAP_XX,1007,ITS,HAP,XX,2.2355625,1.78
1007_ITS_NEU_XX,1007,ITS,NEU,XX,3.43675,2.78
1007_ITS_SAD_XX,1007,ITS,SAD,XX,3.6369375,3.18
1007_IWL_ANG_XX,1007,IWL,ANG,XX,3.43675,3.0
1007_IWL_DIS_XX,1007,IWL,DIS,XX,3.903875,2.96
1007_IWL_FEA_XX,1007,IWL,FEA,XX,3.403375,2.74
1007_IWL_HAP_XX,1007,IWL,HAP,XX,3.2031875,2.94
1007_IWL_NEU_XX,1007,IWL,NEU,XX,3.06975,2.78
1007_IWL_SAD_XX,1007,IWL,SAD,XX,2.2355625,1.94
1007_IWW_ANG_XX,1007,IWW,ANG,XX,2.8361875,2.34
1007_IWW_DIS_XX,1007,IWW,DIS,XX,2.93625,2.04
1007_IWW_FEA_XX,1007,IWW,FEA,XX,2.2355625,0.84
1007_IWW_HAP_XX,1007,IWW,HAP,XX,3.1698125,2.36
1007_IWW_NEU_XX,1007,IWW,NEU,XX,3.2699375,2.78
1007_IWW_SAD_XX,1007,IWW,SAD,XX,3.7370625,3.1
